sample_id,source_attachment,source_file,source_sheet,source_row,sample_number_raw,material_raw,temperature,frequency,core_loss,waveform_label_raw,waveform_group_id,waveform_duplicate_count,exact_row_duplicate_count,cross_attachment_count,quality_flags
training-c16aee712bc0-S01-R002837,training,data/附件一（训练集）.xlsx,材料1,2837,,材料1,50.0,251240.0,308977.0325,梯形波,wg-2bc57ddf724182eb,1,1,1,
training-c16aee712bc0-S01-R002838,training,data/附件一（训练集）.xlsx,材料1,2838,,材料1,50.0,251240.0,399975.5713,梯形波,wg-b793e1bd15a99e7c,1,1,1,
training-c16aee712bc0-S01-R002839,training,data/附件一（训练集）.xlsx,材料1,2839,,材料1,50.0,251240.0,532856.2511,梯形波,wg-1917a5d985fe34a6,1,1,1,
training-c16aee712bc0-S01-R002840,training,data/附件一（训练集）.xlsx,材料1,2840,,材料1,50.0,251240.0,927461.2671,梯形波,wg-3da9db0f9cab50b5,1,1,1,
training-c16aee712bc0-S01-R002841,training,data/附件一（训练集）.xlsx,材料1,2841,,材料1,50.0,251240.0,1221392.799,梯形波,wg-efb6c65a47fe2d09,1,1,1,
training-c16aee712bc0-S01-R002842,training,data/附件一（训练集）.xlsx,材料1,2842,,材料1,50.0,282490.0,2630.908807,梯形波,wg-d3ad9045e614cb37,1,1,1,
training-c16aee712bc0-S01-R002843,training,data/附件一（训练集）.xlsx,材料1,2843,,材料1,50.0,282480.0,3385.214717,梯形波,wg-d6868d83183e7f0a,1,1,1,
training-c16aee712bc0-S01-R002844,training,data/附件一（训练集）.xlsx,材料1,2844,,材料1,50.0,282480.0,4410.694936,梯形波,wg-a724939a548e3a4d,1,1,1,
training-c16aee712bc0-S01-R002845,training,data/附件一（训练集）.xlsx,材料1,2845,,材料1,50.0,282480.0,7266.027676,梯形波,wg-50dbd4e151d4647b,1,1,1,
training-c16aee712bc0-S01-R002846,training,data/附件一（训练集）.xlsx,材料1,2846,,材料1,50.0,282480.0,9335.961038,梯形波,wg-6f4b209eb7b94112,1,1,1,
training-c16aee712bc0-S01-R002847,training,data/附件一（训练集）.xlsx,材料1,2847,,材料1,50.0,282480.0,15898.05775,梯形波,wg-d345e61702f87eea,1,1,1,
training-c16aee712bc0-S01-R002848,training,data/附件一（训练集）.xlsx,材料1,2848,,材料1,50.0,282480.0,27018.21769,梯形波,wg-97a4ac0a1aa3ad07,1,1,1,
training-c16aee712bc0-S01-R002849,training,data/附件一（训练集）.xlsx,材料1,2849,,材料1,50.0,282480.0,35287.34992,梯形波,wg-81630d99ea2e910b,1,1,1,
training-c16aee712bc0-S01-R002850,training,data/附件一（训练集）.xlsx,材料1,2850,,材料1,50.0,282480.0,59696.2528,梯形波,wg-080214d5944ba7f4,1,1,1,
training-c16aee712bc0-S01-R002851,training,data/附件一（训练集）.xlsx,材料1,2851,,材料1,50.0,282480.0,77398.35332,梯形波,wg-e10d6d27f34c362e,1,1,1,
training-c16aee712bc0-S01-R002852,training,data/附件一（训练集）.xlsx,材料1,2852,,材料1,50.0,282480.0,170817.0019,梯形波,wg-ba878456adddae0b,1,1,1,
training-c16aee712bc0-S01-R002853,training,data/附件一（训练集）.xlsx,材料1,2853,,材料1,50.0,282480.0,224778.9383,梯形波,wg-235dbc6e33e12b71,1,1,1,
training-c16aee712bc0-S01-R002854,training,data/附件一（训练集）.xlsx,材料1,2854,,材料1,50.0,282480.0,296345.96,梯形波,wg-dac2d5e751d8e6c4,1,1,1,
training-c16aee712bc0-S01-R002855,training,data/附件一（训练集）.xlsx,材料1,2855,,材料1,50.0,282480.0,382082.0918,梯形波,wg-06d0e7e6d6ab8894,1,1,1,
training-c16aee712bc0-S01-R002856,training,data/附件一（训练集）.xlsx,材料1,2856,,材料1,50.0,282480.0,508642.6721,梯形波,wg-e77cf46b79a2cdda,1,1,1,
training-c16aee712bc0-S01-R002857,training,data/附件一（训练集）.xlsx,材料1,2857,,材料1,50.0,282480.0,670181.6503,梯形波,wg-fbed9efa8eff09bb,1,1,1,
training-c16aee712bc0-S01-R002858,training,data/附件一（训练集）.xlsx,材料1,2858,,材料1,50.0,282480.0,881111.4525,梯形波,wg-48ab0fde255202f1,1,1,1,
training-c16aee712bc0-S01-R002859,training,data/附件一（训练集）.xlsx,材料1,2859,,材料1,50.0,282480.0,1156830.756,梯形波,wg-9edd7ad0e212822f,1,1,1,
training-c16aee712bc0-S01-R002860,training,data/附件一（训练集）.xlsx,材料1,2860,,材料1,50.0,316460.0,3566.875739,梯形波,wg-89e7a3cd36742259,1,1,1,
training-c16aee712bc0-S01-R002861,training,data/附件一（训练集）.xlsx,材料1,2861,,材料1,50.0,316460.0,4616.16845,梯形波,wg-dc4e8e29ebd0f156,1,1,1,
training-c16aee712bc0-S01-R002862,training,data/附件一（训练集）.xlsx,材料1,2862,,材料1,50.0,316460.0,5785.269037,梯形波,wg-3bfaddf36b361cdb,1,1,1,
training-c16aee712bc0-S01-R002863,training,data/附件一（训练集）.xlsx,材料1,2863,,材料1,50.0,316460.0,7538.26144,梯形波,wg-4a6608ba47686b64,1,1,1,
training-c16aee712bc0-S01-R002864,training,data/附件一（训练集）.xlsx,材料1,2864,,材料1,50.0,316460.0,9520.428287,梯形波,wg-e12fda79ac551b48,1,1,1,
training-c16aee712bc0-S01-R002865,training,data/附件一（训练集）.xlsx,材料1,2865,,材料1,50.0,316460.0,12750.40785,梯形波,wg-99f8136ae3f073c7,1,1,1,
training-c16aee712bc0-S01-R002866,training,data/附件一（训练集）.xlsx,材料1,2866,,材料1,70.0,354610.0,707859.959,三角波,wg-50683eac23bf285e,1,1,1,
training-c16aee712bc0-S01-R002867,training,data/附件一（训练集）.xlsx,材料1,2867,,材料1,70.0,354610.0,927703.2646,三角波,wg-c36ada8254a3c49a,1,1,1,
training-c16aee712bc0-S01-R002868,training,data/附件一（训练集）.xlsx,材料1,2868,,材料1,70.0,354610.0,2087437.29,三角波,wg-98f29f04e9fa9827,1,1,1,
training-c16aee712bc0-S01-R002869,training,data/附件一（训练集）.xlsx,材料1,2869,,材料1,70.0,354610.0,2766294.227,三角波,wg-514dc18dbd844321,1,1,1,
training-c16aee712bc0-S01-R002870,training,data/附件一（训练集）.xlsx,材料1,2870,,材料1,70.0,396820.0,9556.94546,三角波,wg-2da31a99985e554b,1,1,1,
training-c16aee712bc0-S01-R002871,training,data/附件一（训练集）.xlsx,材料1,2871,,材料1,70.0,396820.0,12588.49228,三角波,wg-ac2828f8bf23fb23,1,1,1,
training-c16aee712bc0-S01-R002872,training,data/附件一（训练集）.xlsx,材料1,2872,,材料1,70.0,396820.0,19865.80043,三角波,wg-a3e356d93bc4e0a3,1,1,1,
training-c16aee712bc0-S01-R002873,training,data/附件一（训练集）.xlsx,材料1,2873,,材料1,70.0,396820.0,32439.20483,三角波,wg-e8a41bd8c2ce11de,1,1,1,
training-c16aee712bc0-S01-R002874,training,data/附件一（训练集）.xlsx,材料1,2874,,材料1,70.0,396820.0,41428.67568,三角波,wg-d33c1730787b2790,1,1,1,
training-c16aee712bc0-S01-R002875,training,data/附件一（训练集）.xlsx,材料1,2875,,材料1,70.0,396820.0,86005.21367,三角波,wg-f49c8a0ac22d959d,1,1,1,
training-c16aee712bc0-S01-R002876,training,data/附件一（训练集）.xlsx,材料1,2876,,材料1,70.0,396820.0,184272.6492,三角波,wg-5c68f31c8515d9b1,1,1,1,
training-c16aee712bc0-S01-R002877,training,data/附件一（训练集）.xlsx,材料1,2877,,材料1,70.0,396820.0,239284.3177,三角波,wg-1a2f26cb2f1001f9,1,1,1,
training-c16aee712bc0-S01-R002878,training,data/附件一（训练集）.xlsx,材料1,2878,,材料1,70.0,396820.0,518693.4246,三角波,wg-204646fc214e7114,1,1,1,
training-c16aee712bc0-S01-R002879,training,data/附件一（训练集）.xlsx,材料1,2879,,材料1,70.0,396820.0,887329.0989,三角波,wg-e5fbc139363d727a,1,1,1,
training-c16aee712bc0-S01-R002880,training,data/附件一（训练集）.xlsx,材料1,2880,,材料1,70.0,396820.0,1164643.594,三角波,wg-f6e6a00dff2aca35,1,1,1,
training-c16aee712bc0-S01-R002881,training,data/附件一（训练集）.xlsx,材料1,2881,,材料1,70.0,396820.0,1502890.835,三角波,wg-08e3b629b588a7d3,1,1,1,
training-c16aee712bc0-S01-R002882,training,data/附件一（训练集）.xlsx,材料1,2882,,材料1,70.0,396820.0,1972606.801,三角波,wg-2f21f4b18ea5abff,1,1,1,
training-c16aee712bc0-S01-R002883,training,data/附件一（训练集）.xlsx,材料1,2883,,材料1,70.0,354610.0,1587267.614,三角波,wg-c86d307f867a36fb,1,1,1,
training-c16aee712bc0-S01-R002884,training,data/附件一（训练集）.xlsx,材料1,2884,,材料1,70.0,396820.0,9535.706656,三角波,wg-8995654531944bbd,1,1,1,
training-c16aee712bc0-S01-R002885,training,data/附件一（训练集）.xlsx,材料1,2885,,材料1,70.0,396820.0,19871.75699,三角波,wg-37d2d5bec806718f,1,1,1,
training-c16aee712bc0-S01-R002886,training,data/附件一（训练集）.xlsx,材料1,2886,,材料1,70.0,396820.0,25903.96896,三角波,wg-6f1ed30891e2162a,1,1,1,
training-c16aee712bc0-S01-R002887,training,data/附件一（训练集）.xlsx,材料1,2887,,材料1,70.0,396820.0,32611.94525,三角波,wg-27aae3eef9c4c2c4,1,1,1,
training-c16aee712bc0-S01-R002888,training,data/附件一（训练集）.xlsx,材料1,2888,,材料1,70.0,396820.0,41382.3238,三角波,wg-4b466acd4db2551a,1,1,1,
training-c16aee712bc0-S01-R002889,training,data/附件一（训练集）.xlsx,材料1,2889,,材料1,70.0,396820.0,52886.41894,三角波,wg-4d4d2cad2bf845fb,1,1,1,
training-c16aee712bc0-S01-R002890,training,data/附件一（训练集）.xlsx,材料1,2890,,材料1,70.0,396820.0,239013.6335,三角波,wg-e0972c177b159f8d,1,1,1,
training-c16aee712bc0-S01-R002891,training,data/附件一（训练集）.xlsx,材料1,2891,,材料1,70.0,396820.0,519309.1391,三角波,wg-fca2a2514e33148a,1,1,1,
training-c16aee712bc0-S01-R002892,training,data/附件一（训练集）.xlsx,材料1,2892,,材料1,70.0,396820.0,888296.5947,三角波,wg-58343c38ba8165d9,1,1,1,
training-c16aee712bc0-S01-R002893,training,data/附件一（训练集）.xlsx,材料1,2893,,材料1,70.0,396820.0,1163294.243,三角波,wg-5fd1ea5bcc1093c6,1,1,1,
training-c16aee712bc0-S01-R002894,training,data/附件一（训练集）.xlsx,材料1,2894,,材料1,70.0,396820.0,1505892.074,三角波,wg-627c9c948e54ecf2,1,1,1,
training-c16aee712bc0-S01-R002895,training,data/附件一（训练集）.xlsx,材料1,2895,,材料1,70.0,396820.0,1978770.733,三角波,wg-0846a0937e53e85f,1,1,1,
training-c16aee712bc0-S01-R002896,training,data/附件一（训练集）.xlsx,材料1,2896,,材料1,70.0,50060.0,4670.275153,梯形波,wg-7d09ad3cacb8db89,1,1,1,
training-c16aee712bc0-S01-R002897,training,data/附件一（训练集）.xlsx,材料1,2897,,材料1,70.0,50060.0,6348.73186,梯形波,wg-fa4c8271276f7551,1,1,1,
training-c16aee712bc0-S01-R002898,training,data/附件一（训练集）.xlsx,材料1,2898,,材料1,70.0,50060.0,11301.5165,梯形波,wg-cdb63e51ed99bb15,1,1,1,
training-c16aee712bc0-S01-R002899,training,data/附件一（训练集）.xlsx,材料1,2899,,材料1,70.0,50060.0,15514.9574,梯形波,wg-c7c43b759fa57c58,1,1,1,
training-c16aee712bc0-S01-R002900,training,data/附件一（训练集）.xlsx,材料1,2900,,材料1,70.0,50060.0,38955.02798,梯形波,wg-12443469072d2bf3,1,1,1,
training-c16aee712bc0-S01-R002901,training,data/附件一（训练集）.xlsx,材料1,2901,,材料1,70.0,50060.0,75606.53583,梯形波,wg-5100a6846b597480,1,1,1,
training-c16aee712bc0-S01-R002902,training,data/附件一（训练集）.xlsx,材料1,2902,,材料1,70.0,50060.0,106434.1451,梯形波,wg-a071dac023af2b24,1,1,1,
training-c16aee712bc0-S01-R002903,training,data/附件一（训练集）.xlsx,材料1,2903,,材料1,70.0,50060.0,144664.0834,梯形波,wg-98047fefd7471e5a,1,1,1,
training-c16aee712bc0-S01-R002904,training,data/附件一（训练集）.xlsx,材料1,2904,,材料1,70.0,50070.0,198002.4172,梯形波,wg-9f6109bdc03070db,1,1,1,
training-c16aee712bc0-S01-R002905,training,data/附件一（训练集）.xlsx,材料1,2905,,材料1,70.0,50060.0,266784.3085,梯形波,wg-23c7c54f250eb595,1,1,1,
training-c16aee712bc0-S01-R002906,training,data/附件一（训练集）.xlsx,材料1,2906,,材料1,70.0,56150.0,4370.549487,梯形波,wg-b0ccdf0d1adb3b72,1,1,1,
training-c16aee712bc0-S01-R002907,training,data/附件一（训练集）.xlsx,材料1,2907,,材料1,70.0,56170.0,5878.45394,梯形波,wg-3338330b679a3663,1,1,1,
training-c16aee712bc0-S01-R002908,training,data/附件一（训练集）.xlsx,材料1,2908,,材料1,70.0,56160.0,13914.37211,梯形波,wg-be95cc3e9328f75e,1,1,1,
training-c16aee712bc0-S01-R002909,training,data/附件一（训练集）.xlsx,材料1,2909,,材料1,70.0,56160.0,18699.87802,梯形波,wg-315686401246f207,1,1,1,
training-c16aee712bc0-S01-R002910,training,data/附件一（训练集）.xlsx,材料1,2910,,材料1,70.0,56160.0,26479.89144,梯形波,wg-d3897a3d2b137bd5,1,1,1,
training-c16aee712bc0-S01-R002911,training,data/附件一（训练集）.xlsx,材料1,2911,,材料1,70.0,56160.0,34743.20713,梯形波,wg-598abf7d7b500d49,1,1,1,
training-c16aee712bc0-S01-R002912,training,data/附件一（训练集）.xlsx,材料1,2912,,材料1,70.0,56160.0,66275.2774,梯形波,wg-44b07e19974766c8,1,1,1,
training-c16aee712bc0-S01-R002913,training,data/附件一（训练集）.xlsx,材料1,2913,,材料1,70.0,56170.0,92360.67645,梯形波,wg-91c02987018130bd,1,1,1,
training-c16aee712bc0-S01-R002914,training,data/附件一（训练集）.xlsx,材料1,2914,,材料1,70.0,56170.0,125720.0035,梯形波,wg-7b65417bd55ef76e,1,1,1,
training-c16aee712bc0-S01-R002915,training,data/附件一（训练集）.xlsx,材料1,2915,,材料1,70.0,56170.0,171241.7803,梯形波,wg-6d5985736c9c902d,1,1,1,
training-c16aee712bc0-S01-R002916,training,data/附件一（训练集）.xlsx,材料1,2916,,材料1,70.0,56160.0,231069.1606,梯形波,wg-874b54797f0d5d6c,1,1,1,
training-c16aee712bc0-S01-R002917,training,data/附件一（训练集）.xlsx,材料1,2917,,材料1,70.0,56160.0,313665.5688,梯形波,wg-2df24037c8b447ed,1,1,1,
training-c16aee712bc0-S01-R002918,training,data/附件一（训练集）.xlsx,材料1,2918,,材料1,70.0,70760.0,3392.368827,梯形波,wg-4a1dbe1ceb37e7de,1,1,1,
training-c16aee712bc0-S01-R002919,training,data/附件一（训练集）.xlsx,材料1,2919,,材料1,70.0,70770.0,4511.644765,梯形波,wg-55aae4fb48720c8f,1,1,1,
training-c16aee712bc0-S01-R002920,training,data/附件一（训练集）.xlsx,材料1,2920,,材料1,70.0,70760.0,14095.4861,梯形波,wg-d14d2c72b459ad40,1,1,1,
training-c16aee712bc0-S01-R002921,training,data/附件一（训练集）.xlsx,材料1,2921,,材料1,70.0,70760.0,19874.38203,梯形波,wg-723770a1855c20e0,1,1,1,
training-c16aee712bc0-S01-R002922,training,data/附件一（训练集）.xlsx,材料1,2922,,材料1,70.0,70750.0,35819.12751,梯形波,wg-d2bfd33fc74fb97b,1,1,1,
training-c16aee712bc0-S01-R002923,training,data/附件一（训练集）.xlsx,材料1,2923,,材料1,70.0,70760.0,49846.44282,梯形波,wg-efb6d71dcb8ca96e,1,1,1,
training-c16aee712bc0-S01-R002924,training,data/附件一（训练集）.xlsx,材料1,2924,,材料1,70.0,70760.0,68152.67417,梯形波,wg-9786dabf69064fba,1,1,1,
training-c16aee712bc0-S01-R002925,training,data/附件一（训练集）.xlsx,材料1,2925,,材料1,70.0,70760.0,93169.94634,梯形波,wg-f8eb07ddd5029831,1,1,1,
training-c16aee712bc0-S01-R002926,training,data/附件一（训练集）.xlsx,材料1,2926,,材料1,70.0,70760.0,127311.0603,梯形波,wg-b2ca81feabd225dc,1,1,1,
training-c16aee712bc0-S01-R002927,training,data/附件一（训练集）.xlsx,材料1,2927,,材料1,70.0,70770.0,173287.7539,梯形波,wg-d8a0d4942cc20caa,1,1,1,
training-c16aee712bc0-S01-R002928,training,data/附件一（训练集）.xlsx,材料1,2928,,材料1,70.0,70760.0,239933.0407,梯形波,wg-f3b4bd94051956da,1,1,1,
training-c16aee712bc0-S01-R002929,training,data/附件一（训练集）.xlsx,材料1,2929,,材料1,70.0,70760.0,325434.0614,梯形波,wg-ca4c613df6110b0c,1,1,1,
training-c16aee712bc0-S01-R002930,training,data/附件一（训练集）.xlsx,材料1,2930,,材料1,70.0,70770.0,436638.9699,梯形波,wg-675d71b7f2829cef,1,1,1,
training-c16aee712bc0-S01-R002931,training,data/附件一（训练集）.xlsx,材料1,2931,,材料1,70.0,79410.0,2981.141413,梯形波,wg-08dde1fe31614053,1,1,1,
training-c16aee712bc0-S01-R002932,training,data/附件一（训练集）.xlsx,材料1,2932,,材料1,70.0,79410.0,5323.977862,梯形波,wg-bcd566b93527689b,1,1,1,
training-c16aee712bc0-S01-R002933,training,data/附件一（训练集）.xlsx,材料1,2933,,材料1,70.0,79410.0,6987.189185,梯形波,wg-7b6117683e352685,1,1,1,
training-c16aee712bc0-S01-R002934,training,data/附件一（训练集）.xlsx,材料1,2934,,材料1,70.0,79410.0,9503.963765,梯形波,wg-ef70b88e5fedf74a,1,1,1,
training-c16aee712bc0-S01-R002935,training,data/附件一（训练集）.xlsx,材料1,2935,,材料1,70.0,79410.0,12607.93193,梯形波,wg-bb14c8041a0a3fe9,1,1,1,
training-c16aee712bc0-S01-R002936,training,data/附件一（训练集）.xlsx,材料1,2936,,材料1,70.0,79410.0,43013.71861,梯形波,wg-f1502dde74a3c37f,1,1,1,
training-c16aee712bc0-S01-R002937,training,data/附件一（训练集）.xlsx,材料1,2937,,材料1,70.0,79410.0,59138.57587,梯形波,wg-429a386bd52ca361,1,1,1,
training-c16aee712bc0-S01-R002938,training,data/附件一（训练集）.xlsx,材料1,2938,,材料1,70.0,79410.0,109614.0572,梯形波,wg-5db1e104091c1b4b,1,1,1,
training-c16aee712bc0-S01-R002939,training,data/附件一（训练集）.xlsx,材料1,2939,,材料1,70.0,79410.0,281227.1291,梯形波,wg-2cfb05aead8afea4,1,1,1,
training-c16aee712bc0-S01-R002940,training,data/附件一（训练集）.xlsx,材料1,2940,,材料1,70.0,79410.0,381135.3554,梯形波,wg-9c5a994159dc6fc7,1,1,1,
training-c16aee712bc0-S01-R002941,training,data/附件一（训练集）.xlsx,材料1,2941,,材料1,70.0,89210.0,2659.262459,梯形波,wg-8474bc394c844a1e,1,1,1,
training-c16aee712bc0-S01-R002942,training,data/附件一（训练集）.xlsx,材料1,2942,,材料1,70.0,89210.0,3575.229276,梯形波,wg-47bb927fd955d644,1,1,1,
training-c16aee712bc0-S01-R002943,training,data/附件一（训练集）.xlsx,材料1,2943,,材料1,70.0,89210.0,4818.024386,梯形波,wg-f9f4b7cd0d6fd3e3,1,1,1,
training-c16aee712bc0-S01-R002944,training,data/附件一（训练集）.xlsx,材料1,2944,,材料1,70.0,89210.0,6202.235429,梯形波,wg-ff2f2ca6b3d8e95b,1,1,1,
training-c16aee712bc0-S01-R002945,training,data/附件一（训练集）.xlsx,材料1,2945,,材料1,70.0,89210.0,8340.162608,梯形波,wg-f51d783f3604d33d,1,1,1,
training-c16aee712bc0-S01-R002946,training,data/附件一（训练集）.xlsx,材料1,2946,,材料1,70.0,89210.0,11215.15178,梯形波,wg-29786d63885729b4,1,1,1,
training-c16aee712bc0-S01-R002947,training,data/附件一（训练集）.xlsx,材料1,2947,,材料1,70.0,89210.0,27241.86982,梯形波,wg-4e62c77b66ba04ce,1,1,1,
training-c16aee712bc0-S01-R002948,training,data/附件一（训练集）.xlsx,材料1,2948,,材料1,70.0,89210.0,37679.85652,梯形波,wg-99b6433adc81122d,1,1,1,
training-c16aee712bc0-S01-R002949,training,data/附件一（训练集）.xlsx,材料1,2949,,材料1,70.0,89210.0,51223.36283,梯形波,wg-a503d3bfdf9bd096,1,1,1,
training-c16aee712bc0-S01-R002950,training,data/附件一（训练集）.xlsx,材料1,2950,,材料1,70.0,89210.0,69858.19556,梯形波,wg-f445b002e64d5c62,1,1,1,
training-c16aee712bc0-S01-R002951,training,data/附件一（训练集）.xlsx,材料1,2951,,材料1,70.0,89210.0,95794.21563,梯形波,wg-6ee5986576082d85,1,1,1,
training-c16aee712bc0-S01-R002952,training,data/附件一（训练集）.xlsx,材料1,2952,,材料1,70.0,89210.0,129971.0039,梯形波,wg-78df31bdd9c79101,1,1,1,
training-c16aee712bc0-S01-R002953,training,data/附件一（训练集）.xlsx,材料1,2953,,材料1,70.0,89210.0,245737.8385,梯形波,wg-12de935fcba5ce60,1,1,1,
training-c16aee712bc0-S01-R002954,training,data/附件一（训练集）.xlsx,材料1,2954,,材料1,70.0,89210.0,449533.3917,梯形波,wg-f3442283951f0d94,1,1,1,
training-c16aee712bc0-S01-R002955,training,data/附件一（训练集）.xlsx,材料1,2955,,材料1,70.0,89210.0,607636.984,梯形波,wg-7f5cacc9e64c1fa6,1,1,1,
training-c16aee712bc0-S01-R002956,training,data/附件一（训练集）.xlsx,材料1,2956,,材料1,70.0,99970.0,2582.072483,梯形波,wg-48355617c41519ae,1,1,1,
training-c16aee712bc0-S01-R002957,training,data/附件一（训练集）.xlsx,材料1,2957,,材料1,70.0,99970.0,3245.138464,梯形波,wg-d60c1c1be6d33e27,1,1,1,
training-c16aee712bc0-S01-R002958,training,data/附件一（训练集）.xlsx,材料1,2958,,材料1,70.0,99980.0,4422.710038,梯形波,wg-04508a86dd76fa46,1,1,1,
training-c16aee712bc0-S01-R002959,training,data/附件一（训练集）.xlsx,材料1,2959,,材料1,70.0,99970.0,5675.479516,梯形波,wg-5d5a9d8008719479,1,1,1,
training-c16aee712bc0-S01-R002960,training,data/附件一（训练集）.xlsx,材料1,2960,,材料1,70.0,99970.0,7698.953029,梯形波,wg-ff1d431bd4d5c8c8,1,1,1,
training-c16aee712bc0-S01-R002961,training,data/附件一（训练集）.xlsx,材料1,2961,,材料1,70.0,99980.0,18668.09115,梯形波,wg-72c30f474483b8e0,1,1,1,
training-c16aee712bc0-S01-R002962,training,data/附件一（训练集）.xlsx,材料1,2962,,材料1,70.0,99970.0,24753.62021,梯形波,wg-17a75de658ea1061,1,1,1,
training-c16aee712bc0-S01-R002963,training,data/附件一（训练集）.xlsx,材料1,2963,,材料1,70.0,99970.0,33608.30656,梯形波,wg-d5d1dcde4dc4a9b4,1,1,1,
training-c16aee712bc0-S01-R002964,training,data/附件一（训练集）.xlsx,材料1,2964,,材料1,70.0,99970.0,46050.4832,梯形波,wg-7b255f2728ae80bc,1,1,1,
training-c16aee712bc0-S01-R002965,training,data/附件一（训练集）.xlsx,材料1,2965,,材料1,70.0,99970.0,62445.80783,梯形波,wg-819e1244b6f157ba,1,1,1,
training-c16aee712bc0-S01-R002966,training,data/附件一（训练集）.xlsx,材料1,2966,,材料1,70.0,99970.0,85424.18635,梯形波,wg-d03a135955310676,1,1,1,
training-c16aee712bc0-S01-R002967,training,data/附件一（训练集）.xlsx,材料1,2967,,材料1,70.0,99980.0,115258.8122,梯形波,wg-f1ba2639844e53d9,1,1,1,
training-c16aee712bc0-S01-R002968,training,data/附件一（训练集）.xlsx,材料1,2968,,材料1,70.0,99970.0,159123.1285,梯形波,wg-9d880a07079a5749,1,1,1,
training-c16aee712bc0-S01-R002969,training,data/附件一（训练集）.xlsx,材料1,2969,,材料1,70.0,99970.0,215807.9493,梯形波,wg-fa44d0e980ce4943,1,1,1,
training-c16aee712bc0-S01-R002970,training,data/附件一（训练集）.xlsx,材料1,2970,,材料1,70.0,99970.0,397841.969,梯形波,wg-7c1b8bf7521e69ad,1,1,1,
training-c16aee712bc0-S01-R002971,training,data/附件一（训练集）.xlsx,材料1,2971,,材料1,70.0,99970.0,538018.303,梯形波,wg-9a4588d3a410acb0,1,1,1,
training-c16aee712bc0-S01-R002972,training,data/附件一（训练集）.xlsx,材料1,2972,,材料1,70.0,99970.0,704460.2599,梯形波,wg-e020b52919102418,1,1,1,
training-c16aee712bc0-S01-R002973,training,data/附件一（训练集）.xlsx,材料1,2973,,材料1,70.0,112170.0,2403.863613,梯形波,wg-46c684a3b67028ed,1,1,1,
training-c16aee712bc0-S01-R002974,training,data/附件一（训练集）.xlsx,材料1,2974,,材料1,70.0,112180.0,3106.352951,梯形波,wg-b1084514a2f6aeca,1,1,1,
training-c16aee712bc0-S01-R002975,training,data/附件一（训练集）.xlsx,材料1,2975,,材料1,70.0,112170.0,5391.971643,梯形波,wg-9042ad0305ecce47,1,1,1,
training-c16aee712bc0-S01-R002976,training,data/附件一（训练集）.xlsx,材料1,2976,,材料1,70.0,112180.0,9351.279867,梯形波,wg-e0669d9f009c149c,1,1,1,
training-c16aee712bc0-S01-R002977,training,data/附件一（训练集）.xlsx,材料1,2977,,材料1,70.0,112180.0,17325.9131,梯形波,wg-aff63bfd9242cc35,1,1,1,
training-c16aee712bc0-S01-R002978,training,data/附件一（训练集）.xlsx,材料1,2978,,材料1,70.0,112170.0,57003.11272,梯形波,wg-60c001fb0df7f81b,1,1,1,
training-c16aee712bc0-S01-R002979,training,data/附件一（训练集）.xlsx,材料1,2979,,材料1,70.0,112170.0,103746.624,梯形波,wg-d1b84700d5c1e472,1,1,1,
training-c16aee712bc0-S01-R002980,training,data/附件一（训练集）.xlsx,材料1,2980,,材料1,70.0,112170.0,141969.2435,梯形波,wg-5526508751a4824c,1,1,1,
training-c16aee712bc0-S01-R002981,training,data/附件一（训练集）.xlsx,材料1,2981,,材料1,70.0,112170.0,192789.1583,梯形波,wg-d4b3f48ed8611960,1,1,1,
training-c16aee712bc0-S01-R002982,training,data/附件一（训练集）.xlsx,材料1,2982,,材料1,70.0,112170.0,261347.2572,梯形波,wg-243d2929c3696ff2,1,1,1,
training-c16aee712bc0-S01-R002983,training,data/附件一（训练集）.xlsx,材料1,2983,,材料1,70.0,112170.0,355322.2541,梯形波,wg-009d1550b1762d97,1,1,1,
training-c16aee712bc0-S01-R002984,training,data/附件一（训练集）.xlsx,材料1,2984,,材料1,70.0,112170.0,481686.9956,梯形波,wg-7f3e0eada59a843f,1,1,1,
training-c16aee712bc0-S01-R002985,training,data/附件一（训练集）.xlsx,材料1,2985,,材料1,70.0,112180.0,631405.7372,梯形波,wg-dedae5102df6b06c,1,1,1,
training-c16aee712bc0-S01-R002986,training,data/附件一（训练集）.xlsx,材料1,2986,,材料1,70.0,125920.0,2297.048788,梯形波,wg-1415c4a477daddaa,1,1,1,
training-c16aee712bc0-S01-R002987,training,data/附件一（训练集）.xlsx,材料1,2987,,材料1,70.0,125920.0,3018.313103,梯形波,wg-2313d0843651ed58,1,1,1,
training-c16aee712bc0-S01-R002988,training,data/附件一（训练集）.xlsx,材料1,2988,,材料1,70.0,125930.0,5045.437434,梯形波,wg-344cec58d827170d,1,1,1,
training-c16aee712bc0-S01-R002989,training,data/附件一（训练集）.xlsx,材料1,2989,,材料1,70.0,125920.0,8852.609523,梯形波,wg-80bd720d60ccaaac,1,1,1,
training-c16aee712bc0-S01-R002990,training,data/附件一（训练集）.xlsx,材料1,2990,,材料1,70.0,125920.0,12053.52994,梯形波,wg-ad8be24196304826,1,1,1,
training-c16aee712bc0-S01-R002991,training,data/附件一（训练集）.xlsx,材料1,2991,,材料1,70.0,125920.0,16078.2893,梯形波,wg-a4068cf6baf472c0,1,1,1,
